Collection ID	10824
Type	SpectraCollection
Description	48,DSFu,Rat,Urine (1)
Processing log	Standardized ppm range to 11.6:0.0007:-2.0. Set reference [0.030000,-0.030000]. Fix baseline (lambda: 200.000000). Cropped ranges: 9.8,0.14. Zeroed ranges: 6.01,5.54;5.0,4.72;4.01,3.92;3.86,3.82. Sum normalized to 1000.0.  Extracted residual after subtracting peaks for:  U6.837 (13), U6.824 (14).
Base sample ID	20531	20540	20541	20553	20637	20673	20707	20748	20792	20822	20834	20835
Time	48	48	48	48	48	48	48	48	48	48	48	48
Classification	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu
Sample ID	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine
Subject ID	5	6	3	1	2	4	25	29	28	26	30	27
Sample Description												
Weight												
Units of weight												
Species	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat
X	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Y12
7.357300	0.142029	0.186512	0.183578	0.198562	0.156014	0.157091	0.147466	0.095647	0.172661	0.108872	0.155839	0.139821
7.356600	0.178385	0.206122	0.216491	0.266727	0.202682	0.197149	0.206114	0.126478	0.207007	0.164353	0.191174	0.181264
7.355900	0.209117	0.192359	0.228980	0.295164	0.256862	0.210464	0.235994	0.166181	0.217463	0.211366	0.205270	0.224575
7.355200	0.217663	0.194840	0.229228	0.298017	0.278517	0.214442	0.257812	0.184917	0.211733	0.251525	0.195193	0.237168
7.354500	0.229282	0.222580	0.252299	0.307814	0.284938	0.229423	0.284670	0.190661	0.229247	0.285899	0.198804	0.249588
7.353800	0.260200	0.265235	0.297175	0.346422	0.301813	0.264437	0.324707	0.199648	0.273296	0.334437	0.228605	0.286894
7.353100	0.304836	0.289979	0.348218	0.404689	0.336929	0.314686	0.363343	0.225745	0.325421	0.411546	0.270967	0.351217
7.352400	0.329469	0.259932	0.374058	0.407642	0.355188	0.320010	0.357934	0.256886	0.355283	0.427953	0.293877	0.411496
7.351700	0.300036	0.207785	0.338096	0.350422	0.321404	0.280086	0.325064	0.252305	0.317873	0.380846	0.259791	0.391956
7.351000	0.246366	0.157118	0.266219	0.248609	0.265067	0.214999	0.273934	0.223054	0.253368	0.311245	0.203918	0.317407
7.350300	0.182768	0.135815	0.186455	0.185961	0.192740	0.176697	0.221375	0.178122	0.191871	0.277178	0.150106	0.222858
7.349600	0.143737	0.114373	0.151346	0.142888	0.149077	0.139315	0.164269	0.142891	0.168628	0.237990	0.129134	0.171095
7.348900	0.111939	0.093626	0.128082	0.104060	0.122898	0.100516	0.110609	0.111693	0.143315	0.168426	0.108224	0.130657
7.348200	0.091610	0.087493	0.104438	0.094154	0.102306	0.088206	0.101004	0.083982	0.112358	0.131188	0.087595	0.099125
7.347500	0.094227	0.083777	0.095352	0.096359	0.103684	0.087178	0.103535	0.079039	0.102255	0.118636	0.083479	0.094575
7.346800	0.087637	0.069879	0.088050	0.088758	0.096773	0.077415	0.097052	0.074923	0.091911	0.108884	0.077238	0.090920
7.346100	0.073562	0.058801	0.075340	0.072895	0.081715	0.064434	0.081293	0.066407	0.073477	0.091630	0.064996	0.076673
7.345400	0.060690	0.053478	0.060103	0.056891	0.067495	0.056114	0.063825	0.058626	0.062468	0.068031	0.056331	0.063307
7.344700	0.052316	0.051366	0.050739	0.050649	0.056317	0.052227	0.056826	0.051638	0.057803	0.058129	0.050491	0.054528
7.344000	0.049803	0.054112	0.049588	0.049168	0.056182	0.054315	0.056766	0.050240	0.056165	0.055621	0.049631	0.051161
7.343300	0.054890	0.072611	0.050527	0.056521	0.062561	0.072295	0.068944	0.054766	0.062150	0.060896	0.053971	0.053781
7.342600	0.068592	0.094059	0.062001	0.066573	0.076446	0.092001	0.079119	0.073070	0.086190	0.064969	0.070774	0.070020
7.341900	0.071711	0.092690	0.074775	0.066740	0.083485	0.094137	0.072217	0.089385	0.105546	0.057158	0.084088	0.080945
7.341200	0.070633	0.099645	0.075885	0.069663	0.080143	0.097979	0.078375	0.085078	0.101169	0.060705	0.080949	0.078276
7.340500	0.083774	0.112223	0.080828	0.080817	0.093613	0.114937	0.085464	0.095797	0.112698	0.064260	0.087823	0.087920
7.339800	0.086537	0.103232	0.088891	0.079700	0.096597	0.113570	0.081273	0.108489	0.125449	0.059213	0.093848	0.095778
7.339100	0.080125	0.090318	0.086693	0.075270	0.090467	0.104124	0.076728	0.101403	0.113435	0.057705	0.085748	0.088590
7.338400	0.071121	0.080910	0.078321	0.067947	0.082091	0.090308	0.072623	0.089399	0.099822	0.057331	0.074310	0.080007
7.337700	0.066071	0.077175	0.069521	0.062604	0.075950	0.082389	0.067705	0.079079	0.090186	0.059091	0.067068	0.074570
7.337000	0.062560	0.071516	0.065285	0.059139	0.071764	0.074420	0.065384	0.071497	0.087416	0.055935	0.062279	0.071264
7.336300	0.061152	0.068663	0.060459	0.058323	0.071388	0.070812	0.065699	0.067232	0.080356	0.054695	0.059493	0.066876
7.335600	0.058594	0.063581	0.056563	0.054979	0.066535	0.064793	0.060359	0.063485	0.073903	0.051924	0.056379	0.063742
7.334900	0.054763	0.061398	0.055478	0.052505	0.059039	0.060667	0.057821	0.051181	0.069495	0.047397	0.051347	0.058450
7.334200	0.055954	0.067084	0.058470	0.055036	0.059204	0.062274	0.060886	0.045435	0.070499	0.047460	0.050786	0.056639
7.333500	0.065920	0.089658	0.067682	0.069286	0.068466	0.075485	0.077534	0.047957	0.078934	0.055846	0.055511	0.060414
7.332800	0.088497	0.104855	0.089404	0.085597	0.088185	0.089784	0.095452	0.060180	0.099128	0.067499	0.072024	0.073246
7.332100	0.098504	0.109839	0.102660	0.090499	0.095893	0.099377	0.099944	0.072493	0.109835	0.073881	0.081719	0.083915
7.331400	0.101450	0.113415	0.101981	0.087952	0.094440	0.112111	0.098742	0.080913	0.114982	0.067549	0.085460	0.087265
7.330700	0.104990	0.109161	0.102835	0.090061	0.095247	0.121060	0.097473	0.089826	0.124875	0.066748	0.091552	0.095175
7.330000	0.105782	0.108124	0.102096	0.093184	0.096997	0.124555	0.098128	0.092347	0.126710	0.073449	0.092438	0.097933
7.329300	0.105359	0.110234	0.102092	0.094301	0.102132	0.125271	0.097744	0.096034	0.131885	0.076106	0.095170	0.099065
7.328600	0.105613	0.115245	0.106044	0.096737	0.104995	0.126713	0.104106	0.096661	0.138177	0.083541	0.096339	0.099504
7.327900	0.115357	0.128028	0.112374	0.106001	0.113010	0.140157	0.113850	0.104371	0.148979	0.095889	0.104088	0.105960
7.327200	0.120576	0.116468	0.121042	0.103932	0.119235	0.137962	0.110385	0.119582	0.167115	0.097218	0.114492	0.112401
7.326500	0.117165	0.108787	0.117401	0.099521	0.111652	0.134602	0.106088	0.113473	0.159433	0.098393	0.107854	0.108000
7.325800	0.109861	0.091733	0.107852	0.091372	0.106463	0.128601	0.092074	0.110983	0.146966	0.088756	0.100582	0.104444
7.325100	0.090124	0.073618	0.091401	0.077584	0.088289	0.106817	0.079421	0.092733	0.116160	0.080854	0.082374	0.092057
7.324400	0.079955	0.065376	0.078653	0.069864	0.076273	0.089956	0.071904	0.073754	0.093130	0.077887	0.069371	0.078345
7.323700	0.076070	0.061111	0.070321	0.064574	0.070632	0.075481	0.065185	0.063362	0.085409	0.078422	0.064328	0.071972
7.323000	0.071974	0.064935	0.064157	0.059340	0.066340	0.070494	0.062210	0.055310	0.082201	0.075156	0.060822	0.068971
7.322300	0.070260	0.070946	0.063933	0.057515	0.066844	0.070605	0.062087	0.053167	0.084513	0.067737	0.058305	0.068595
7.321600	0.072658	0.080423	0.069516	0.059299	0.066235	0.075790	0.068478	0.054335	0.089137	0.059074	0.061060	0.072255
7.320900	0.077745	0.081152	0.077183	0.060151	0.063882	0.078243	0.072714	0.060579	0.089938	0.054634	0.066770	0.076519
7.320200	0.079647	0.080204	0.077784	0.061649	0.062082	0.078736	0.074617	0.064245	0.087652	0.047960	0.068905	0.073640
7.319500	0.080438	0.085665	0.079018	0.064427	0.060544	0.080910	0.073753	0.064298	0.087820	0.045394	0.070653	0.072246
7.318800	0.082221	0.096817	0.083716	0.067640	0.064310	0.084521	0.074673	0.063431	0.091880	0.045446	0.073353	0.072455
7.318100	0.088000	0.112960	0.092603	0.073564	0.069569	0.092267	0.078549	0.066844	0.099994	0.051872	0.075617	0.074894
7.317400	0.100424	0.115808	0.103369	0.079939	0.079996	0.102317	0.086822	0.076787	0.115634	0.056834	0.083661	0.081839
7.316700	0.109875	0.107653	0.106545	0.083700	0.084740	0.111052	0.091834	0.084452	0.119458	0.063301	0.089322	0.088478
7.316000	0.113483	0.093727	0.102264	0.087950	0.086882	0.116744	0.093628	0.088015	0.115956	0.075749	0.089490	0.092709
7.315300	0.111950	0.080983	0.092225	0.089819	0.085711	0.114372	0.091364	0.084880	0.105255	0.085381	0.086050	0.093286
7.314600	0.107190	0.073636	0.084995	0.090081	0.081973	0.111312	0.086441	0.080347	0.097440	0.094290	0.081915	0.089853
7.313900	0.105391	0.072695	0.080806	0.089615	0.078328	0.116048	0.084350	0.075571	0.093500	0.107952	0.078989	0.086728
7.313200	0.113536	0.076996	0.080933	0.093272	0.080264	0.128421	0.090780	0.071798	0.093411	0.118959	0.081914	0.091612
7.312500	0.124464	0.082617	0.084082	0.098711	0.083555	0.141607	0.098468	0.073929	0.094509	0.129003	0.086755	0.101884
7.311800	0.133491	0.088316	0.090289	0.103971	0.090213	0.144310	0.103630	0.077900	0.095215	0.136099	0.093743	0.112830
7.311100	0.130843	0.084418	0.096107	0.102809	0.093397	0.131524	0.100885	0.077251	0.100197	0.134881	0.097084	0.118777
7.310400	0.118660	0.076428	0.093680	0.095610	0.089254	0.116183	0.093287	0.071617	0.096562	0.127087	0.091857	0.113361
7.309700	0.106934	0.069567	0.085347	0.088946	0.082631	0.103522	0.083742	0.065457	0.092833	0.116131	0.084943	0.104253
7.309000	0.094670	0.062384	0.077511	0.077543	0.074380	0.092032	0.072091	0.060263	0.088427	0.101836	0.079570	0.094928
7.308300	0.079429	0.052355	0.066188	0.059120	0.061508	0.071225	0.055585	0.052562	0.076427	0.078335	0.069791	0.083494
7.307600	0.062147	0.049452	0.053376	0.052372	0.053465	0.058727	0.050487	0.044766	0.060592	0.062663	0.056473	0.065642
7.306900	0.059171	0.055429	0.049926	0.054933	0.057677	0.058155	0.056423	0.045576	0.057771	0.059627	0.053121	0.057532
7.306200	0.069960	0.072221	0.055074	0.069798	0.067774	0.069655	0.071261	0.054214	0.064202	0.062599	0.061497	0.060764
7.305500	0.082934	0.077352	0.070883	0.077664	0.080748	0.076796	0.075804	0.070492	0.078827	0.061085	0.076953	0.075662
7.304800	0.083448	0.071682	0.077149	0.072251	0.078867	0.071578	0.071169	0.075216	0.078450	0.058780	0.079367	0.078267
7.304100	0.080215	0.066520	0.074354	0.067802	0.072522	0.069175	0.070710	0.070570	0.070482	0.063821	0.072561	0.072791
7.303400	0.082859	0.066883	0.070121	0.068437	0.072203	0.073208	0.071851	0.066757	0.067572	0.068931	0.071734	0.071118
7.302700	0.086395	0.070642	0.070490	0.070294	0.074376	0.078806	0.073467	0.068140	0.069717	0.073087	0.072843	0.075536
7.302000	0.088947	0.074597	0.074125	0.075758	0.076334	0.084772	0.072990	0.070010	0.069837	0.074660	0.074493	0.078354
7.301300	0.090103	0.075878	0.078423	0.078824	0.076653	0.087241	0.071869	0.074002	0.071730	0.073881	0.077148	0.081693
7.300600	0.089605	0.074714	0.077586	0.077590	0.074933	0.088362	0.073588	0.075019	0.073973	0.079824	0.076679	0.081668
7.299900	0.089575	0.071782	0.073166	0.079022	0.072134	0.093476	0.077650	0.070633	0.073073	0.090615	0.072827	0.081522
7.299200	0.092814	0.071069	0.069509	0.081587	0.070406	0.101677	0.080881	0.067477	0.071600	0.103173	0.071319	0.084207
7.298500	0.099425	0.071110	0.066974	0.082874	0.069874	0.107454	0.083465	0.063756	0.071271	0.112683	0.073371	0.090426
7.297800	0.097511	0.070554	0.068535	0.078740	0.071484	0.099122	0.079907	0.062245	0.073901	0.110190	0.075340	0.093711
7.297100	0.085683	0.069344	0.069802	0.073843	0.074488	0.083114	0.074595	0.061066	0.077255	0.099319	0.075331	0.088001
7.296400	0.075047	0.073397	0.069987	0.080163	0.081512	0.072215	0.082952	0.060214	0.083349	0.091636	0.074481	0.082069
7.295700	0.076890	0.081892	0.073296	0.095041	0.102211	0.075638	0.098004	0.066060	0.102949	0.092769	0.083909	0.082118
7.295000	0.085468	0.084128	0.082555	0.104912	0.120284	0.080691	0.105553	0.075608	0.123248	0.084924	0.096733	0.089199
7.294300	0.094284	0.074836	0.091391	0.104670	0.120931	0.082383	0.103603	0.081761	0.124616	0.084364	0.099874	0.092683
7.293600	0.096256	0.074384	0.090821	0.100943	0.109314	0.083477	0.098941	0.081215	0.109244	0.089349	0.091722	0.088318
7.292900	0.099215	0.083206	0.093330	0.102951	0.109047	0.087487	0.104370	0.079147	0.105401	0.087789	0.088726	0.085604
7.292200	0.106829	0.085598	0.104240	0.112708	0.114190	0.095298	0.110599	0.079918	0.112223	0.089029	0.093284	0.092397
7.291500	0.109172	0.079507	0.111125	0.118505	0.110235	0.101638	0.109639	0.081008	0.108036	0.093934	0.095175	0.103574
7.290800	0.107414	0.074998	0.111388	0.119412	0.099776	0.105050	0.108585	0.078922	0.097180	0.093730	0.090941	0.111168
7.290100	0.100730	0.074702	0.110085	0.113964	0.089016	0.101480	0.101845	0.074268	0.088630	0.088959	0.083561	0.115708
7.289400	0.091533	0.067688	0.105298	0.100856	0.081691	0.092891	0.092215	0.070422	0.082424	0.082605	0.078515	0.111689
7.288700	0.081548	0.055179	0.092740	0.084483	0.073546	0.079175	0.079792	0.062315	0.072842	0.072996	0.068050	0.101408
7.288000	0.067047	0.049838	0.073038	0.073168	0.062478	0.069326	0.068052	0.052924	0.059645	0.067474	0.055309	0.083725
7.287300	0.056659	0.046749	0.062709	0.065219	0.060145	0.058746	0.057572	0.047220	0.055336	0.060460	0.050427	0.072669
7.286600	0.049635	0.046879	0.057041	0.057398	0.059075	0.050458	0.050991	0.043257	0.054427	0.050546	0.047185	0.064872
7.285900	0.045272	0.045869	0.051995	0.054902	0.057820	0.047406	0.048742	0.040095	0.052727	0.047620	0.044207	0.057843
7.285200	0.044039	0.048188	0.048394	0.053813	0.060743	0.045241	0.047450	0.039781	0.055419	0.047634	0.045595	0.054589
7.284500	0.046580	0.056203	0.052460	0.055208	0.070220	0.047040	0.051736	0.041234	0.063318	0.049153	0.050266	0.053500
7.283800	0.055465	0.074192	0.063861	0.064293	0.085589	0.054591	0.062358	0.044874	0.079279	0.056190	0.059798	0.056241
7.283100	0.076533	0.101317	0.088833	0.097082	0.115914	0.079532	0.098278	0.055552	0.105753	0.081833	0.080194	0.067664
7.282400	0.112513	0.115200	0.121170	0.135118	0.160344	0.107286	0.132834	0.081163	0.142153	0.118598	0.118257	0.096491
7.281700	0.131589	0.126277	0.133889	0.165432	0.185116	0.126326	0.162848	0.103519	0.153900	0.146959	0.141699	0.116067
7.281000	0.144377	0.129637	0.145536	0.172091	0.202714	0.127801	0.177879	0.121788	0.166546	0.164518	0.147854	0.125349
7.280300	0.150250	0.123085	0.156143	0.167525	0.194819	0.128249	0.163333	0.124140	0.177223	0.170701	0.143139	0.136044
7.279600	0.142769	0.126266	0.151441	0.157891	0.168722	0.126649	0.143877	0.112848	0.164890	0.154193	0.130682	0.138142
7.278900	0.136143	0.136761	0.149502	0.152924	0.157905	0.126866	0.137334	0.107150	0.160205	0.127055	0.123947	0.134489
7.278200	0.132552	0.134971	0.153020	0.156687	0.153470	0.130870	0.135287	0.111975	0.163501	0.121088	0.125161	0.141784
7.277500	0.128496	0.120375	0.151368	0.160928	0.144444	0.135926	0.135734	0.114408	0.152737	0.118324	0.123020	0.149469
7.276800	0.127199	0.104153	0.149082	0.160227	0.130966	0.138910	0.134880	0.111848	0.135366	0.113955	0.116397	0.156894
7.276100	0.120445	0.092210	0.141959	0.149204	0.112283	0.132464	0.124347	0.100289	0.117570	0.107291	0.105182	0.158746
7.275400	0.108157	0.081248	0.130288	0.132022	0.098315	0.118357	0.111594	0.086796	0.103212	0.098084	0.093590	0.148932
7.274700	0.096087	0.071913	0.111011	0.115425	0.087323	0.104235	0.100224	0.075704	0.091685	0.093228	0.082435	0.131838
7.274000	0.082240	0.067883	0.091636	0.098575	0.081331	0.089002	0.088810	0.068777	0.081085	0.090241	0.073307	0.112539
7.273300	0.070973	0.059078	0.076719	0.080628	0.079443	0.071891	0.073988	0.065559	0.075200	0.074451	0.067538	0.092710
7.272600	0.057668	0.051553	0.062075	0.070038	0.072898	0.061453	0.063600	0.058573	0.063016	0.064163	0.058233	0.070552
7.271900	0.053039	0.048588	0.054501	0.069018	0.071250	0.059975	0.061871	0.052269	0.057572	0.067381	0.053722	0.059868
7.271200	0.058296	0.056320	0.053984	0.084225	0.077973	0.071556	0.079255	0.051211	0.062132	0.087314	0.056778	0.058186
7.270500	0.077571	0.073365	0.069300	0.106938	0.102160	0.084232	0.100336	0.064481	0.083522	0.098923	0.078007	0.065370
7.269800	0.089436	0.087946	0.093497	0.116661	0.126176	0.087327	0.104341	0.081207	0.106482	0.084032	0.101076	0.075081
7.269100	0.093459	0.080681	0.109330	0.111298	0.134331	0.082577	0.097412	0.086759	0.117797	0.078875	0.107678	0.078854
7.268400	0.095092	0.075739	0.097856	0.108748	0.121185	0.082883	0.092368	0.076072	0.111019	0.088503	0.097427	0.078375
7.267700	0.093579	0.082954	0.087296	0.102856	0.112728	0.082449	0.093560	0.070971	0.102985	0.091231	0.090940	0.075514
7.267000	0.094299	0.085137	0.088139	0.103337	0.114592	0.083044	0.103194	0.074484	0.108132	0.091069	0.093065	0.077372
7.266300	0.088450	0.077100	0.087229	0.100146	0.106794	0.081359	0.096953	0.081932	0.105451	0.090973	0.092464	0.083013
7.265600	0.072784	0.072625	0.079056	0.086535	0.087880	0.073786	0.083956	0.079944	0.087905	0.078872	0.079024	0.076213
7.264900	0.059205	0.073980	0.074459	0.074336	0.074490	0.067162	0.073462	0.075976	0.077452	0.063753	0.067388	0.065957
7.264200	0.051590	0.076993	0.075151	0.072000	0.069035	0.063890	0.066474	0.075119	0.077283	0.053709	0.061724	0.061797
7.263500	0.049548	0.070717	0.076112	0.074907	0.070574	0.064721	0.063158	0.080137	0.078374	0.048191	0.062528	0.065096
7.262800	0.046128	0.057871	0.070699	0.070931	0.066291	0.062449	0.057643	0.084437	0.074264	0.046650	0.058859	0.070312
7.262100	0.039213	0.045011	0.063046	0.059211	0.055324	0.052891	0.048539	0.077310	0.059308	0.041875	0.049205	0.069758
7.261400	0.034157	0.036515	0.050199	0.045721	0.044673	0.042769	0.039450	0.061557	0.046745	0.035937	0.039793	0.064089
7.260700	0.033527	0.038982	0.039406	0.041842	0.037166	0.040105	0.038317	0.045237	0.040205	0.034515	0.034183	0.058819
7.260000	0.038894	0.052285	0.039594	0.045172	0.038223	0.046321	0.043568	0.040473	0.045846	0.037565	0.037760	0.059018
7.259300	0.048759	0.085482	0.052049	0.056568	0.047331	0.066921	0.060815	0.042318	0.062388	0.041978	0.048184	0.065017
7.258600	0.072018	0.117457	0.084028	0.068434	0.062229	0.090564	0.080632	0.052208	0.096456	0.045091	0.070833	0.082523
7.257900	0.090614	0.123313	0.107877	0.077955	0.072120	0.107607	0.100516	0.062407	0.121548	0.047665	0.086942	0.095528
7.257200	0.094142	0.100103	0.107405	0.077287	0.069944	0.106304	0.100714	0.067245	0.118411	0.052930	0.086445	0.096820
7.256500	0.080060	0.076877	0.084994	0.068179	0.058886	0.087057	0.078946	0.062213	0.095420	0.053575	0.074288	0.084713
7.255800	0.064464	0.067163	0.064040	0.060256	0.049715	0.067516	0.059198	0.053950	0.075363	0.045267	0.062668	0.063949
7.255100	0.058031	0.066641	0.052087	0.057554	0.048314	0.063368	0.056437	0.047045	0.059154	0.040483	0.056935	0.048192
7.254400	0.054476	0.072457	0.053557	0.058395	0.054062	0.062936	0.058046	0.047586	0.054945	0.040785	0.057905	0.044274
7.253700	0.057186	0.084450	0.061693	0.067562	0.061823	0.072607	0.066856	0.052399	0.060732	0.042377	0.063164	0.046793
7.253000	0.069815	0.094818	0.078400	0.077782	0.075768	0.085286	0.075165	0.062923	0.071514	0.049715	0.071990	0.052175
7.252300	0.081419	0.106735	0.094268	0.094265	0.090135	0.100262	0.083512	0.075313	0.083946	0.055855	0.083613	0.062177
7.251600	0.094418	0.113119	0.112736	0.116416	0.103603	0.122847	0.099772	0.090966	0.095089	0.060708	0.094851	0.072778
7.250900	0.111397	0.117205	0.124431	0.124187	0.108072	0.138370	0.116975	0.107758	0.099266	0.068115	0.099248	0.082769
7.250200	0.121980	0.139351	0.130882	0.123676	0.105611	0.149805	0.131630	0.114077	0.101268	0.086771	0.098231	0.085929
7.249500	0.136085	0.151141	0.146913	0.121989	0.101977	0.160461	0.132825	0.119674	0.113965	0.103747	0.105494	0.092594
7.248800	0.139868	0.134763	0.151813	0.121508	0.097196	0.156191	0.119357	0.119419	0.117440	0.097712	0.113708	0.101502
7.248100	0.132454	0.113573	0.134740	0.119940	0.093812	0.142237	0.113128	0.109465	0.103776	0.080936	0.107553	0.102174
7.247400	0.124271	0.103754	0.117931	0.113122	0.088935	0.128116	0.116764	0.100923	0.091154	0.072742	0.095700	0.097576
7.246700	0.119897	0.124330	0.112167	0.101166	0.083995	0.124151	0.127741	0.093504	0.090900	0.080166	0.090846	0.092611
7.246000	0.129934	0.184372	0.134940	0.098615	0.085479	0.146044	0.153174	0.089988	0.114209	0.091266	0.103400	0.098360
7.245300	0.162661	0.219211	0.185931	0.109080	0.101070	0.174614	0.181850	0.099307	0.165735	0.092285	0.140025	0.126483
7.244600	0.180171	0.206851	0.211388	0.112088	0.110791	0.182654	0.194399	0.110794	0.192140	0.088752	0.158368	0.148236
7.243900	0.166130	0.143137	0.193588	0.093361	0.101881	0.144277	0.161365	0.108574	0.176820	0.081231	0.148138	0.146051
7.243200	0.119593	0.098570	0.132217	0.072623	0.074841	0.099722	0.117652	0.089601	0.122520	0.067126	0.107134	0.110120
7.242500	0.084587	0.073311	0.088648	0.058902	0.058201	0.068916	0.085744	0.072055	0.082704	0.050039	0.078824	0.077364
7.241800	0.065074	0.058675	0.064979	0.049012	0.050866	0.049125	0.066198	0.061329	0.059407	0.037282	0.065351	0.056716
7.241100	0.053934	0.058549	0.053302	0.047017	0.048902	0.044582	0.061066	0.055252	0.048063	0.036303	0.055932	0.045241
7.240400	0.052367	0.061083	0.055801	0.048526	0.050935	0.046873	0.060077	0.054809	0.049333	0.038778	0.056415	0.043448
7.239700	0.056333	0.067115	0.066305	0.052514	0.056512	0.052447	0.062012	0.056991	0.055411	0.042173	0.060806	0.048083
7.239000	0.061877	0.076508	0.080505	0.061121	0.060908	0.060599	0.064968	0.060888	0.063902	0.046523	0.066560	0.055201
7.238300	0.069109	0.083672	0.095117	0.075086	0.067539	0.072140	0.069797	0.066279	0.072137	0.048857	0.075410	0.065024
7.237600	0.077660	0.081603	0.105233	0.088510	0.075627	0.080673	0.076247	0.075318	0.076490	0.050698	0.083079	0.076837
7.236900	0.081574	0.086522	0.107727	0.096730	0.079530	0.084961	0.086435	0.080144	0.072448	0.057358	0.081959	0.082299
7.236200	0.087398	0.117444	0.115464	0.102632	0.081537	0.095267	0.101377	0.083749	0.076574	0.076996	0.082233	0.087737
7.235500	0.104050	0.149597	0.142734	0.117455	0.091187	0.113006	0.110949	0.091905	0.106366	0.094310	0.098632	0.106465
7.234800	0.120422	0.161518	0.167053	0.154661	0.111937	0.134481	0.126253	0.107214	0.138683	0.108727	0.122081	0.134555
7.234100	0.130645	0.154238	0.181845	0.204112	0.138042	0.148336	0.152475	0.123870	0.160168	0.131700	0.139940	0.170169
7.233400	0.131219	0.154077	0.183639	0.212385	0.156027	0.146974	0.167615	0.133468	0.170293	0.148729	0.143363	0.204950
7.232700	0.124082	0.165544	0.184463	0.194168	0.148983	0.142719	0.169656	0.126587	0.172343	0.154884	0.136968	0.211974
